sku,name,description,meta_description,	meta_title,url_key,Price,qty,base_image,base_image_label,small_image,small_image_label,categories,product_type
113167,"Корм Versele-Laga Complete Cavia гранулированный, для морских свинок, 500 г","<h2>Корм Versele-Laga Complete Cavia гранулированный, для морских свинок, 500 г</h2><p>Питание без забот! Complete Cavia – полноценный сбалансированный гранулированный корм для морских свинок. Вкусные гранулы «все-в-одном» не крошатся, поедаются животными без остатка, способствуют стачиванию зубов. Каждая гранула содержит минералы, аминокислоты и витамины, необходимые для здоровой шерсти и активной жизни морских свинок, антиоксиданты для укрепления иммунитета.</p><p><b>Почему стоит купить корм для морских свинок Versele-Laga Complete Cavia:</b></p><li>однокомпонентный корм в виде гранул «все-в-одном» полностью исключает избирательное кормовое поведение вашего питомца;</li><li>специально разработан для морских свинок с учетом потребностей их питания;</li><li>высокое содержание сырой клетчатки (не менее 20%) важно для оптимальной работы пищеварения у травоядных грызунов, в том числе гарантирует защиту от образования комков шерсти в желудке;</li><li>уход за зубами: уникальный метод производства корма позволяет включить в состав длинные богатые кремнием природные волокна, это важно для правильного стачивания зубов у морских свинок, экструдированные гранулы производят на основе сена тимофеевки, отличающейся высоким содержанием фитолитов, а также других полезных трав, которые животные могут найти в дикой природе;</li><li>низкокалорийность корма гарантирует поддержание оптимального веса грызуна и сбалансированность рациона;</li><li>состав обогащен стабилизированным витамином С, что жизненно важно для морских свинок, т.к. они не могут продуцировать витамин С и получают его только с кормом. Стабилизированная форма витамина С не подвержена деградации в процессе хранения;</li><li>содержит комплекс витаминов и минералов для здоровья кожи и шерсти, крепкого иммунитета;</li><li>фруктоолигосахариды (ФОС) в составе корма способствуют поддержанию здоровой кишечной микрофлоры;</li><li>оптимальное соотношение кальция и фосфора - залог здоровья мочевыделительной системы грызунов;</li><li>льняное семя – источник растительных Омега-3 жирных кислот для здоровья кожи и блестящей густой шерсти;</li><li>контроль запаха испражнений благодаря экстракту юкки Шидигера.</li><p>Полнорационный корм для морских свинок ВЕРСЕЛЕ-ЛАГА КОМПЛИТ КАВИА расфасован с добавлением в упаковку инертного газа. Поэтому воздух и влага не попадают внутрь упаковки, что обеспечивает необходимую сохранность свежего вкуса, запаха и витаминов.</p>","Купить Корм Versele-Laga Complete Cavia гранулированный, для морских свинок, 500 г в зоомагазине ZOOcomplex. Звоните ☎️ (067) 634-51-39, (050) 421-54-94. Доставка в Киев, Днепр, Одессу, Харьков, Львов","Корм Versele-Laga Complete Cavia гранулированный, для морских свинок, 500 г купить в Киеве, Днепре, Украине",versele-laga-zb-40491,135.0000,0,https://zoocomplex.com.ua/image/catalog/product-1208867.jpg,"Корм Versele-Laga Complete Cavia гранулированный, для морских свинок, 500 г",,"Корм Versele-Laga Complete Cavia гранулированный, для морских свинок, 500 г",Товары для грызунов/Корм для грызунов,simple
113377,"Корм Versele-Laga Complete Cavia гранулированный, для морских свинок, 1.75 кг","<h2>Корм Versele-Laga Complete Cavia гранулированный, для морских свинок, 1.75 кг</h2><p>Питание без забот! Complete Cavia – полноценный сбалансированный гранулированный корм для морских свинок. Вкусные гранулы «все-в-одном» не крошатся, поедаются животными без остатка, способствуют стачиванию зубов. Каждая гранула содержит минералы, аминокислоты и витамины, необходимые для здоровой шерсти и активной жизни морских свинок, антиоксиданты для укрепления иммунитета.</p><p><b>Почему стоит купить корм для морских свинок Versele-Laga Complete Cavia:</b></p><li>однокомпонентный корм в виде гранул «все-в-одном» полностью исключает избирательное кормовое поведение вашего питомца;</li><li>специально разработан для морских свинок с учетом потребностей их питания;</li><li>высокое содержание сырой клетчатки (не менее 20%) важно для оптимальной работы пищеварения у травоядных грызунов, в том числе гарантирует защиту от образования комков шерсти в желудке;</li><li>уход за зубами: уникальный метод производства корма позволяет включить в состав длинные богатые кремнием природные волокна, это важно для правильного стачивания зубов у морских свинок, экструдированные гранулы производят на основе сена тимофеевки, отличающейся высоким содержанием фитолитов, а также других полезных трав, которые животные могут найти в дикой природе;</li><li>низкокалорийность корма гарантирует поддержание оптимального веса грызуна и сбалансированность рациона;</li><li>состав обогащен стабилизированным витамином С, что жизненно важно для морских свинок, т.к. они не могут продуцировать витамин С и получают его только с кормом. Стабилизированная форма витамина С не подвержена деградации в процессе хранения;</li><li>содержит комплекс витаминов и минералов для здоровья кожи и шерсти, крепкого иммунитета;</li><li>фруктоолигосахариды (ФОС) в составе корма способствуют поддержанию здоровой кишечной микрофлоры;</li><li>оптимальное соотношение кальция и фосфора - залог здоровья мочевыделительной системы грызунов;</li><li>льняное семя – источник растительных Омега-3 жирных кислот для здоровья кожи и блестящей густой шерсти;</li><li>контроль запаха испражнений благодаря экстракту юкки Шидигера.</li><p>Полнорационный корм для морских свинок ВЕРСЕЛЕ-ЛАГА КОМПЛИТ КАВИА расфасован с добавлением в упаковку инертного газа. Поэтому воздух и влага не попадают внутрь упаковки, что обеспечивает необходимую сохранность свежего вкуса, запаха и витаминов.</p>","Купить Корм Versele-Laga Complete Cavia гранулированный, для морских свинок, 1.75 кг в зоомагазине ZOOcomplex. Звоните ☎️ (067) 634-51-39, (050) 421-54-94. Доставка в Киев, Днепр, Одессу, Харьков, Львов","Корм Versele-Laga Complete Cavia гранулированный, для морских свинок, 1.75 кг купить в Киеве, Днепре, Украине",versele-laga-zb-42702,455.0000,2,https://zoocomplex.com.ua/image/catalog/product-1208868.jpg,"Корм Versele-Laga Complete Cavia гранулированный, для морских свинок, 1.75 кг",,"Корм Versele-Laga Complete Cavia гранулированный, для морских свинок, 1.75 кг",Товары для грызунов/Корм для грызунов,simple
117496,"Корм Versele-Laga Complete Chinchilla & Degu гранулированный, для шиншилл и дегу, 500 г","<h2>Корм Versele-Laga Complete Chinchilla & Degu гранулированный, для шиншилл и дегу, 500 г</h2><p>Питание без забот! Versele-Laga Complete Chinchilla & Degu – полноценный сбалансированный гранулированный корм для шиншилл и дегу. Вкусные гранулы «все-в-одном» не крошатся, поедаются животными без остатка, способствуют стачиванию зубов. Каждая гранула содержит минералы, аминокислоты и витамины, необходимые для здоровой шерсти и активной жизни шиншилл и дегу, антиоксиданты для укрепления иммунитета.</p><p><b>Почему стоит купить корм для шиншилл, дегу Versele-Laga Complete Chinchilla & Degu:</b></p><li>однокомпонентный корм в виде гранул «все-в-одном» полностью исключает избирательное кормовое поведение вашего питомца;</li><li>специально разработан для шиншилл и дегу с учетом потребностей их питания;</li><li>без добавления сахара, сохраняет животных полными жизненных сил и в оптимальном состоянии;</li><li>высокое содержание сырой клетчатки (не менее 20%) важно для оптимальной работы пищеварения у травоядных грызунов;</li><li>уход за зубами: уникальный метод производства корма позволяет включить в состав длинные богатые кремнием природные волокна, это важно для правильного стачивания зубов у шиншилл и дегу;</li><li>экструдированные гранулы производят на основе сена тимофеевки, отличающейся высоким содержанием фитолитов, а также других полезных трав, которые животные могут найти в дикой природе (не менее 23%);</li><li>низкокалорийность корма гарантирует поддержание оптимального веса грызуна и сбалансированность рациона;</li><li>содержит комплекс витаминов и минералов для здоровья кожи и шерсти, крепкого иммунитета;</li><li>фруктоолигосахариды (ФОС) в составе корма способствуют поддержанию здоровой кишечной микрофлоры;</li><li>оптимальное соотношение кальция и фосфора - залог здоровья мочевыделительной системы грызунов;</li><li>льняное семя (4%) – источник растительных Омега-3 жирных кислот для здоровья кожи и блестящей густой шерсти;</li><li>контроль запаха испражнений благодаря экстракту юкки Шидигера.</li><p>Полнорационный корм для шиншилл и дегу ВЕРСЕЛЕ-ЛАГА КОМПЛИТ ШИНШИЛЛА ДЕГУ расфасован с добавлением в упаковку инертного газа. Поэтому воздух и влага не попадают внутрь упаковки, что обеспечивает необходимую сохранность свежего вкуса, запаха и витаминов.</p>","Купить Корм Versele-Laga Complete Chinchilla & Degu гранулированный, для шиншилл и дегу, 500 г в зоомагазине ZOOcomplex. Звоните ☎️ (067) 634-51-39, (050) 421-54-94. Доставка в Киев, Днепр, Одессу, Харьков, Львов","Корм Versele-Laga Complete Chinchilla & Degu гранулированный, для шиншилл и дегу, 500 г купить в Киеве, Днепре, Украине",versele-laga-zb-40494,151.0000,0,https://zoocomplex.com.ua/image/catalog/product-1208869.jpg,"Корм Versele-Laga Complete Chinchilla & Degu гранулированный, для шиншилл и дегу, 500 г",,"Корм Versele-Laga Complete Chinchilla & Degu гранулированный, для шиншилл и дегу, 500 г",Товары для грызунов/Корм для грызунов,simple
129953,"Корм Versele-Laga Complete Chinchilla & Degu гранулированный, для шиншилл и дегу, 1.75 кг","<h2>Корм Versele-Laga Complete Chinchilla & Degu гранулированный, для шиншилл и дегу, 1.75 кг</h2><p>Питание без забот! Versele-Laga Complete Chinchilla & Degu – полноценный сбалансированный гранулированный корм для шиншилл и дегу. Вкусные гранулы «все-в-одном» не крошатся, поедаются животными без остатка, способствуют стачиванию зубов. Каждая гранула содержит минералы, аминокислоты и витамины, необходимые для здоровой шерсти и активной жизни шиншилл и дегу, антиоксиданты для укрепления иммунитета.</p><p><b>Почему стоит купить корм для шиншилл, дегу Versele-Laga Complete Chinchilla & Degu:</b></p><li>однокомпонентный корм в виде гранул «все-в-одном» полностью исключает избирательное кормовое поведение вашего питомца;</li><li>специально разработан для шиншилл и дегу с учетом потребностей их питания;</li><li>без добавления сахара, сохраняет животных полными жизненных сил и в оптимальном состоянии;</li><li>высокое содержание сырой клетчатки (не менее 20%) важно для оптимальной работы пищеварения у травоядных грызунов;</li><li>уход за зубами: уникальный метод производства корма позволяет включить в состав длинные богатые кремнием природные волокна, это важно для правильного стачивания зубов у шиншилл и дегу;</li><li>экструдированные гранулы производят на основе сена тимофеевки, отличающейся высоким содержанием фитолитов, а также других полезных трав, которые животные могут найти в дикой природе (не менее 23%);</li><li>низкокалорийность корма гарантирует поддержание оптимального веса грызуна и сбалансированность рациона;</li><li>содержит комплекс витаминов и минералов для здоровья кожи и шерсти, крепкого иммунитета;</li><li>фруктоолигосахариды (ФОС) в составе корма способствуют поддержанию здоровой кишечной микрофлоры;</li><li>оптимальное соотношение кальция и фосфора - залог здоровья мочевыделительной системы грызунов;</li><li>льняное семя (4%) – источник растительных Омега-3 жирных кислот для здоровья кожи и блестящей густой шерсти;</li><li>контроль запаха испражнений благодаря экстракту юкки Шидигера.</li><p>Полнорационный корм для шиншилл и дегу ВЕРСЕЛЕ-ЛАГА КОМПЛИТ ШИНШИЛЛА ДЕГУ расфасован с добавлением в упаковку инертного газа. Поэтому воздух и влага не попадают внутрь упаковки, что обеспечивает необходимую сохранность свежего вкуса, запаха и витаминов.</p>","Купить Корм Versele-Laga Complete Chinchilla & Degu гранулированный, для шиншилл и дегу, 1.75 кг в зоомагазине ZOOcomplex. Звоните ☎️ (067) 634-51-39, (050) 421-54-94. Доставка в Киев, Днепр, Одессу, Харьков, Львов","Корм Versele-Laga Complete Chinchilla & Degu гранулированный, для шиншилл и дегу, 1.75 кг купить в Киеве, Днепре, Украине",versele-laga-zb-42931,502.0000,1,https://zoocomplex.com.ua/image/catalog/product-1208870.jpg,"Корм Versele-Laga Complete Chinchilla & Degu гранулированный, для шиншилл и дегу, 1.75 кг",,"Корм Versele-Laga Complete Chinchilla & Degu гранулированный, для шиншилл и дегу, 1.75 кг",Товары для грызунов/Корм для грызунов,simple
113554,"Корм Versele-Laga Crispy Pellets Chinchillas & Degus гранулированный, для шиншилл и дегу, 1 кг","<h2>Корм Versele-Laga Crispy Pellets Chinchillas & Degus гранулированный, для шиншилл и дегу, 1 кг</h2><p>Предложите своей шиншилле или дегу полноценный рацион, который будет питательным, вкусным и сбалансированным. Versele-Laga Crispy Pellets Chinchillas & Degus выпускается в виде одинаковых плотных хрустящих гранул «все-в-одном», которые не крошатся и поедаются животными без остатка, способствуют стачиванию зубов. Преимущество однокомпонентной еды в том, что она полностью исключает селективное кормовое поведение вашего питомца.</p><p>Каждая гранула содержит минералы, аминокислоты и витамины, необходимые для здоровой шерсти и активной долгой жизни шиншиллы или дегу, антиоксиданты для укрепления иммунитета. Экстракт юкки Шидигера связывает аммиак в кишечнике животных и уменьшает запах испражнений. В составе нет зерен и сахара, зато много полезной клетчатки, что важно для травоядных грызунов. С Crispy Pellets ШИНШИЛЛА ДЕГУ вы будете уверены, что ваш питомец обеспечен полноценным вкусным и полезным кормом.</p>","Купить Корм Versele-Laga Crispy Pellets Chinchillas & Degus гранулированный, для шиншилл и дегу, 1 кг в зоомагазине ZOOcomplex. Звоните ☎️ (067) 634-51-39, (050) 421-54-94. Доставка в Киев, Днепр, Одессу, Харьков, Львов","Корм Versele-Laga Crispy Pellets Chinchillas & Degus гранулированный, для шиншилл и дегу, 1 кг купить в Киеве, Днепре, Украине",versele-laga-zb-38962,153.0000,0,https://zoocomplex.com.ua/image/catalog/product-1208871.jpg,"Корм Versele-Laga Crispy Pellets Chinchillas & Degus гранулированный, для шиншилл и дегу, 1 кг",,"Корм Versele-Laga Crispy Pellets Chinchillas & Degus гранулированный, для шиншилл и дегу, 1 кг",Товары для грызунов/Корм для грызунов,simple
129955,"Корм Versele-Laga Crispy Pellets Chinchillas & Degus гранулированный, для шиншилл и дегу, 25 кг","<h2>Корм Versele-Laga Crispy Pellets Chinchillas & Degus гранулированный, для шиншилл и дегу, 25 кг</h2><p>Предложите своей шиншилле или дегу полноценный рацион, который будет питательным, вкусным и сбалансированным. Versele-Laga Crispy Pellets Chinchillas & Degus выпускается в виде одинаковых плотных хрустящих гранул «все-в-одном», которые не крошатся и поедаются животными без остатка, способствуют стачиванию зубов. Преимущество однокомпонентной еды в том, что она полностью исключает селективное кормовое поведение вашего питомца.</p><p>Каждая гранула содержит минералы, аминокислоты и витамины, необходимые для здоровой шерсти и активной долгой жизни шиншиллы или дегу, антиоксиданты для укрепления иммунитета. Экстракт юкки Шидигера связывает аммиак в кишечнике животных и уменьшает запах испражнений. В составе нет зерен и сахара, зато много полезной клетчатки, что важно для травоядных грызунов. С Crispy Pellets ШИНШИЛЛА ДЕГУ вы будете уверены, что ваш питомец обеспечен полноценным вкусным и полезным кормом.</p>","Купить Корм Versele-Laga Crispy Pellets Chinchillas & Degus гранулированный, для шиншилл и дегу, 25 кг в зоомагазине ZOOcomplex. Звоните ☎️ (067) 634-51-39, (050) 421-54-94. Доставка в Киев, Днепр, Одессу, Харьков, Львов","Корм Versele-Laga Crispy Pellets Chinchillas & Degus гранулированный, для шиншилл и дегу, 25 кг купить в Киеве, Днепре, Украине",versele-laga-zb-38963,1983.0000,0,https://zoocomplex.com.ua/image/catalog/product-1208872.jpg,"Корм Versele-Laga Crispy Pellets Chinchillas & Degus гранулированный, для шиншилл и дегу, 25 кг",,"Корм Versele-Laga Crispy Pellets Chinchillas & Degus гранулированный, для шиншилл и дегу, 25 кг",Товары для грызунов/Корм для грызунов,simple
114187,"Сено Versele-Laga Prestige Hay порциональное, для грызунов, 2.5 кг","<h2>Сено Versele-Laga Prestige Hay порциональное, для грызунов, 2.5 кг</h2><p>Очищенное и высушенное сено, богатое грубой клетчаткой, идеально подходит для всех грызунов и кроликов. Улучшает пищеварение. Подходит для всех мелких животных. Ингредиенты: сено натуральное.</p>","Купить Сено Versele-Laga Prestige Hay порциональное, для грызунов, 2.5 кг в зоомагазине ZOOcomplex. Звоните ☎️ (067) 634-51-39, (050) 421-54-94. Доставка в Киев, Днепр, Одессу, Харьков, Львов","Сено Versele-Laga Prestige Hay порциональное, для грызунов, 2.5 кг купить в Киеве, Днепре, Украине",versele-laga-zb-40960,259.0000,0,https://zoocomplex.com.ua/image/catalog/product-1208873.jpg,"Сено Versele-Laga Prestige Hay порциональное, для грызунов, 2.5 кг",,"Сено Versele-Laga Prestige Hay порциональное, для грызунов, 2.5 кг",Товары для грызунов/Корм для грызунов,simple
117001,"Корм Versele-Laga Country`s Best Cuni Fit Muesli зерновая смесь, для кроликов, 20 кг","<h2>Корм Versele-Laga Country`s Best Cuni Fit Muesli зерновая смесь, для кроликов, 20 кг</h2><p>Versele-Laga Country`s Best Cuni Fit Muesli – многокомпонентный базовый корм для кроликов. Подходит для животных с нормальными энергетическими потребностями, которые не являются частью интенсивной системы разведения.</p><p>Корм для кроликов КУНИ ФИТ МЮСЛИ содержит:</p><li>прессованные гранулы из зерен, семян и грубой клетчатки, обогащенные витаминами, минералами, аминокислотами и пребиотиком Флорастимул, который обеспечивает оптимальное функционирование кишечной микрофлоры и отличное усваивание всех питательных веществ;</li><li>хрустящие хлопья способствуют оптимальному стачиванию зубов;</li><li>отруби из зерновых – богатейший источник клетчатки и протеина;</li><li>растительные масла, льняное семя – источник Омега-3, Омега-6 жирных кислот и ряда незаменимых аминокислот, что важно для здоровья кожи и красивой шести;</li><li>тростниковая патока – источник витаминов группы В, бетаина;</li><li>рожковое дерево содержит до 56% сахаров (преимущественно глюкозу, сахарозу, мальтозу, фруктозу, гемицеллюлозу), до 8% аминокислот, включая незаменимые, витамины: A, группы В, C, E, PP, а также минералы (кальций, калий, медь, натрий, цинк, магний, марганец, железо, фосфор).</li><p>Состав разработан на основе научных исследований с помощью передовых технологий обработки продуктов, поэтому корм хорошо усваивается, а вкус максимально приближен к натуральному.</p><p>Без кокцидиостата - для естественного роста.</p>","Купить Корм Versele-Laga Country`s Best Cuni Fit Muesli зерновая смесь, для кроликов, 20 кг в зоомагазине ZOOcomplex. Звоните ☎️ (067) 634-51-39, (050) 421-54-94. Доставка в Киев, Днепр, Одессу, Харьков, Львов","Корм Versele-Laga Country`s Best Cuni Fit Muesli зерновая смесь, для кроликов, 20 кг купить в Киеве, Днепре, Украине",versele-laga-zb-42643,1061.0000,0,https://zoocomplex.com.ua/image/catalog/product-1208874.jpg,"Корм Versele-Laga Country`s Best Cuni Fit Muesli зерновая смесь, для кроликов, 20 кг",,"Корм Versele-Laga Country`s Best Cuni Fit Muesli зерновая смесь, для кроликов, 20 кг",Товары для грызунов/Корм для грызунов,simple
116889,"Корм Versele-Laga Country`s Best Cuni Fit Muesli зерновая смесь, для кроликов, 1 кг","<h2>Корм Versele-Laga Country`s Best Cuni Fit Muesli зерновая смесь, для кроликов, 1 кг</h2><p>Versele-Laga Country`s Best Cuni Fit Muesli – многокомпонентный базовый корм для кроликов. Подходит для животных с нормальными энергетическими потребностями, которые не являются частью интенсивной системы разведения.</p><p>Корм для кроликов КУНИ ФИТ МЮСЛИ содержит:</p><li>прессованные гранулы из зерен, семян и грубой клетчатки, обогащенные витаминами, минералами, аминокислотами и пребиотиком Флорастимул, который обеспечивает оптимальное функционирование кишечной микрофлоры и отличное усваивание всех питательных веществ;</li><li>хрустящие хлопья способствуют оптимальному стачиванию зубов;</li><li>отруби из зерновых – богатейший источник клетчатки и протеина;</li><li>растительные масла, льняное семя – источник Омега-3, Омега-6 жирных кислот и ряда незаменимых аминокислот, что важно для здоровья кожи и красивой шести;</li><li>тростниковая патока – источник витаминов группы В, бетаина;</li><li>рожковое дерево содержит до 56% сахаров (преимущественно глюкозу, сахарозу, мальтозу, фруктозу, гемицеллюлозу), до 8% аминокислот, включая незаменимые, витамины: A, группы В, C, E, PP, а также минералы (кальций, калий, медь, натрий, цинк, магний, марганец, железо, фосфор).</li><p>Состав разработан на основе научных исследований с помощью передовых технологий обработки продуктов, поэтому корм хорошо усваивается, а вкус максимально приближен к натуральному.</p><p>Без кокцидиостата - для естественного роста.</p>","Купить Корм Versele-Laga Country`s Best Cuni Fit Muesli зерновая смесь, для кроликов, 1 кг в зоомагазине ZOOcomplex. Звоните ☎️ (067) 634-51-39, (050) 421-54-94. Доставка в Киев, Днепр, Одессу, Харьков, Львов","Корм Versele-Laga Country`s Best Cuni Fit Muesli зерновая смесь, для кроликов, 1 кг купить в Киеве, Днепре, Украине",versele-laga-zb-42943,54.0000,0,https://zoocomplex.com.ua/image/catalog/product-1208875.jpg,"Корм Versele-Laga Country`s Best Cuni Fit Muesli зерновая смесь, для кроликов, 1 кг",,"Корм Versele-Laga Country`s Best Cuni Fit Muesli зерновая смесь, для кроликов, 1 кг",Товары для грызунов/Корм для грызунов,simple
129899,"Корм Versele-Laga RIGA Cavia для морских свинок, 2 кг","<h2>Корм Versele-Laga RIGA Cavia для морских свинок, 2 кг</h2><p>Versele-Laga RIGA Cavia - это полноценный основной корм разработан с учетом естественных пищевых потребностей морских свинок.</p><p><b>Особенности корма для морских свинок Верселе-Лага:</b></p><ul><li>Корм для морских свинок Versele-Laga - высококачественная смесь натуральных компонентов.</li><li>Содержит все необходимые питательные вещества, витамины, минералы и аминокислоты, для жизнерадостной и здоровой жизни Вашего питомца.</li></ul>","Купить Корм Versele-Laga RIGA Cavia для морских свинок, 2 кг в зоомагазине ZOOcomplex. Звоните ☎️ (067) 634-51-39, (050) 421-54-94. Доставка в Киев, Днепр, Одессу, Харьков, Львов","Корм Versele-Laga RIGA Cavia для морских свинок, 2 кг купить в Киеве, Днепре, Украине",versele-laga-zb-44967,97.0000,0,https://zoocomplex.com.ua/image/catalog/product-1208876.jpg,"Корм Versele-Laga RIGA Cavia для морских свинок, 2 кг",,"Корм Versele-Laga RIGA Cavia для морских свинок, 2 кг",Товары для грызунов/Корм для грызунов,simple
114504,"Корм Versele-Laga RIGA Cavia для морских свинок, 500 г","<h2>Корм Versele-Laga RIGA Cavia для морских свинок, 500 г</h2><p>  Versele-Laga RIGA Cavia - это полноценный основной корм разработан с учетом естественных пищевых потребностей морских свинок.</p><p>  <b>Особенности корма для морских свинок Верселе-Лага:</b></p><ul>  <li>Корм для морских свинок Versele-Laga - высококачественная смесь натуральных компонентов.</li>  <li>Содержит все необходимые питательные вещества, витамины, минералы и аминокислоты, для жизнерадостной и здоровой жизни Вашего питомца.</li></ul>","Купить Корм Versele-Laga RIGA Cavia для морских свинок, 500 г в зоомагазине ZOOcomplex. Звоните ☎️ (067) 634-51-39, (050) 421-54-94. Доставка в Киев, Днепр, Одессу, Харьков, Львов","Корм Versele-Laga RIGA Cavia для морских свинок, 500 г купить в Киеве, Днепре, Украине",versele-laga-zb-50899,25.0000,0,https://zoocomplex.com.ua/image/catalog/product-1208877.jpg,"Корм Versele-Laga RIGA Cavia для морских свинок, 500 г",,"Корм Versele-Laga RIGA Cavia для морских свинок, 500 г",Товары для грызунов/Корм для грызунов,simple
114893,"Корм Versale-Laga Classic Cuni зерновая смесь, для кроликов, 500 г","<h2>Корм Versale-Laga Classic Cuni зерновая смесь, для кроликов, 500 г</h2><p>  VERSELE-LAGA CLASSIC CUNI ВЕРСЕЛЕ-ЛАГА КЛАССИК КУНИ зерновая смесь - вкусный и полноценный корм для кроликов. Состоит из экструдированных гранул, легко усваиваемых животными.</p> <ul><li> Обогащен комплексом витаминов группы А, Е, D и С, а также кальцием и фосфором. </li> <li> Содержит высокий процент натуральной клетчатки, что нормализует работу желудочно-кишечного тракта кролика и благоприятно влияет на его перистальтику. </li> <li> Содержит большое количество высококачественного сена, которое, помимо своей питательности, способствует удалению волосяных комков из желудка. </li> <li> Помогает повысить мышечный тонус, увеличить количество красных телец и насытить организм кислородом. </li> <li> Улучшает состояние меха питомца, делает его мягким и блестящим. </li> <li> С фруктами, овощами и зеленью, которые так любят кролики. </li> </ul><b>Вес упаковки: 500 г.</b>","Купить Корм Versale-Laga Classic Cuni зерновая смесь, для кроликов, 500 г в зоомагазине ZOOcomplex. Звоните ☎️ (067) 634-51-39, (050) 421-54-94. Доставка в Киев, Днепр, Одессу, Харьков, Львов","Корм Versale-Laga Classic Cuni зерновая смесь, для кроликов, 500 г купить в Киеве, Днепре, Украине",versele-laga-zb-50270,53.0000,1,https://zoocomplex.com.ua/image/catalog/product-1208878.jpg,"Корм Versale-Laga Classic Cuni зерновая смесь, для кроликов, 500 г",,"Корм Versale-Laga Classic Cuni зерновая смесь, для кроликов, 500 г",Товары для грызунов/Корм для грызунов,simple
114798,"Корм Versele-Laga Classic Cavia зерновая смесь, для морских свинок, с витамином C, 500 г","<h2>Корм Versele-Laga Classic Cavia зерновая смесь, для морских свинок, с витамином C, 500 г</h2><p>  Versele-Laga Classic Cavia ВЕРСЕЛЕ-ЛАГА КЛАССИК КАВИА зерновая смесь - сбалансированный полноценный корм для морских свинок. Cостоит из сухой травы, зерна и овощей в виде хлопьев и экструдированных гранул, особенно привлекательных для морских свинок.</p> <ul>  <li> Обогащен минеральными веществами и витаминами, в том числе витамином С. </li> <li> Содержит большое количество клетчатки для здоровья пищеварительной системы. Позволяет правильно стачивать зубы. </li> <li> Смесь изготовлена методом экструдирования, что позволяет сохранить в ней все витамины, микроэлементы и аминокислоты, при этом повышая усвояемость веществ до 90%. </li> <li> Корм обогащен фруктами, овощами и зеленью, богатыми на необходимый для морских свинок витамин С.</li> <li> При регулярном употреблении оказывает противовоспалительное действие и улучшает работу сердца. </li> <li> Содержит антиоксиданты и витамин Е, которые помогают организму питомца противостоять внешним агрессивным факторам. </li></ul>","Купить Корм Versele-Laga Classic Cavia зерновая смесь, для морских свинок, с витамином C, 500 г в зоомагазине ZOOcomplex. Звоните ☎️ (067) 634-51-39, (050) 421-54-94. Доставка в Киев, Днепр, Одессу, Харьков, Львов","Корм Versele-Laga Classic Cavia зерновая смесь, для морских свинок, с витамином C, 500 г купить в Киеве, Днепре, Украине",versele-laga-zb-50272,53.0000,0,https://zoocomplex.com.ua/image/catalog/product-1208879.jpg,"Корм Versele-Laga Classic Cavia зерновая смесь, для морских свинок, с витамином C, 500 г",,"Корм Versele-Laga Classic Cavia зерновая смесь, для морских свинок, с витамином C, 500 г",Товары для грызунов/Корм для грызунов,simple
115900,"Корм Versele-Laga Classic Cavia зерновая смесь, для морских свинок, с витамином C, 20 кг","<h2>Корм Versele-Laga Classic Cavia зерновая смесь, для морских свинок, с витамином C, 20 кг</h2><p>Versele-Laga Classic Cavia ВЕРСЕЛЕ-ЛАГА КЛАССИК КАВИА зерновая смесь - сбалансированный полноценный корм для морских свинок. Cостоит из сухой травы, зерна и овощей в виде хлопьев и экструдированных гранул, особенно привлекательных для морских свинок.</p> <ul><li> Обогащен минеральными веществами и витаминами, в том числе витамином С. </li> <li> Содержит большое количество клетчатки для здоровья пищеварительной системы. Позволяет правильно стачивать зубы. </li> <li> Смесь изготовлена методом экструдирования, что позволяет сохранить в ней все витамины, микроэлементы и аминокислоты, при этом повышая усвояемость веществ до 90%. </li> <li> Корм обогащен фруктами, овощами и зеленью, богатыми на необходимый для морских свинок витамин С.</li> <li> При регулярном употреблении оказывает противовоспалительное действие и улучшает работу сердца. </li> <li> Содержит антиоксиданты и витамин Е, которые помогают организму питомца противостоять внешним агрессивным факторам. </li></ul>","Купить Корм Versele-Laga Classic Cavia зерновая смесь, для морских свинок, с витамином C, 20 кг в зоомагазине ZOOcomplex. Звоните ☎️ (067) 634-51-39, (050) 421-54-94. Доставка в Киев, Днепр, Одессу, Харьков, Львов","Корм Versele-Laga Classic Cavia зерновая смесь, для морских свинок, с витамином C, 20 кг купить в Киеве, Днепре, Украине",versele-laga-zb-50273,1092.0000,0,https://zoocomplex.com.ua/image/catalog/product-1208880.jpg,"Корм Versele-Laga Classic Cavia зерновая смесь, для морских свинок, с витамином C, 20 кг",,"Корм Versele-Laga Classic Cavia зерновая смесь, для морских свинок, с витамином C, 20 кг",Товары для грызунов/Корм для грызунов,simple
